Number of Images: 2
opening  /proj3/Slimer/Slimer_mk2/7_10_2013/no_source_7_10_2013_200msec/no_source_7_10_2013_200msec001t11118.tif
opening  /proj3/Slimer/Slimer_mk2/7_10_2013/no_source_7_10_2013_200msec/no_source_7_10_2013_200msec001t01118.tif
preparing to cycle
DBSCAN maxCounts: 0.0
DBSCAN maxCounts: 0.0
done with cycle
         11305648 function calls (11301641 primitive calls) in 55.320 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 interface.py:220(IdentityOperator)
        1    0.000    0.000    0.000    0.000 interface.py:9(LinearOperator)
        1    0.002    0.002    0.053    0.053 internals.py:1(<module>)
        3    0.000    0.000    0.000    0.000 internals.py:104(shape)
        3    0.000    0.000    0.000    0.000 internals.py:1092(is_consolidated)
        2    0.000    0.000    0.000    0.000 internals.py:1100(_consolidate_check)
       11    0.000    0.000    0.000    0.000 internals.py:112(dtype)
        1    0.000    0.000    0.000    0.000 internals.py:1362(consolidate)
        1    0.000    0.000    0.000    0.000 internals.py:1376(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 internals.py:1610(reindex_items)
        1    0.000    0.000    0.001    0.001 internals.py:1818(create_block_manager_from_arrays)
        1    0.000    0.000    0.001    0.001 internals.py:1827(form_blocks)
        1    0.000    0.000    0.000    0.000 internals.py:19(Block)
        1    0.000    0.000    0.000    0.000 internals.py:1910(_simple_blockify)
        2    0.000    0.000    0.001    0.000 internals.py:1921(_multi_blockify)
        9    0.000    0.000    0.000    0.000 internals.py:1925(<lambda>)
        3    0.000    0.000    0.001    0.000 internals.py:1936(_stack_arrays)
       10    0.000    0.000    0.000    0.000 internals.py:1940(_asarray_compat)
        3    0.000    0.000    0.000    0.000 internals.py:1947(_shape_compat)
        1    0.000    0.000    0.000    0.000 internals.py:214(fillna)
        4    0.000    0.000    0.000    0.000 internals.py:33(__init__)
        1    0.000    0.000    0.000    0.000 internals.py:596(NumericBlock)
        1    0.000    0.000    0.000    0.000 internals.py:603(FloatBlock)
        1    0.000    0.000    0.000    0.000 internals.py:637(ComplexBlock)
        1    0.000    0.000    0.000    0.000 internals.py:652(IntBlock)
        1    0.000    0.000    0.000    0.000 internals.py:670(BoolBlock)
        1    0.000    0.000    0.000    0.000 internals.py:687(ObjectBlock)
        2    0.000    0.000    0.000    0.000 internals.py:691(__init__)
        1    0.000    0.000    0.000    0.000 internals.py:738(DatetimeBlock)
        4    0.000    0.000    0.000    0.000 internals.py:827(make_block)
        1    0.000    0.000    0.000    0.000 internals.py:866(BlockManager)
        2    0.000    0.000    0.000    0.000 internals.py:884(__init__)
        9    0.000    0.000    0.000    0.000 internals.py:925(_get_items)
        2    0.000    0.000    0.000    0.000 internals.py:975(shape)
        6    0.000    0.000    0.000    0.000 internals.py:977(<genexpr>)
        2    0.000    0.000    0.000    0.000 internals.py:979(_verify_integrity)
        8    0.000    0.000    0.000    0.000 internals.py:981(<genexpr>)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.003    0.003    0.006    0.006 interpolate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:267(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:37(LinearInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:479(ppform)
        1    0.000    0.000    0.000    0.000 interpolate.py:68(interp2d)
        1    0.000    0.000    0.000    0.000 interpolate.py:89(NNInterpolator)
        1    0.005    0.005    0.005    0.005 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.004    0.004    0.079    0.079 isomap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isomap.py:15(Isomap)
        1    0.000    0.000    0.000    0.000 isotonic.py:100(IsotonicRegression)
        1    0.000    0.000    0.000    0.000 isotonic.py:6(<module>)
        1    0.004    0.004    0.007    0.007 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:70(combine)
        1    0.002    0.002    0.002    0.002 k_means_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 k_means_.py:562(KMeans)
        1    0.000    0.000    0.000    0.000 k_means_.py:999(MiniBatchKMeans)
        1    0.001    0.001    0.001    0.001 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:42(gaussian_kde)
        1    0.000    0.000    0.000    0.000 kdtree.py:172(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:236(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:249(innernode)
        1    0.002    0.002    0.071    0.071 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:73(Rectangle)
        1    0.000    0.000    0.000    0.000 kernel_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kernel_pca.py:15(KernelPCA)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        2    0.000    0.000    0.000    0.000 kmeans_analysis.py:12(__init__)
        2    1.209    0.604    4.989    2.495 kmeans_analysis.py:21(GenerateKmeansData)
        1    0.002    0.002    0.093    0.093 kmeans_analysis.py:3(<module>)
        2    0.000    0.000    0.091    0.045 kmeans_analysis.py:44(WhitenFeatures)
        2    0.000    0.000   13.881    6.940 kmeans_analysis.py:48(DoKmeans)
        2    0.000    0.000    0.001    0.001 kmeans_analysis.py:61(AnalyzeResults)
        1    0.000    0.000    0.000    0.000 kmeans_analysis.py:7(kmeans_analysis)
        2    0.004    0.002   18.966    9.483 kmeans_analysis.py:72(DoIt)
        1    0.006    0.006    0.007    0.007 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.005    0.005    0.005    0.005 lapack.py:201(<module>)
        1    0.001    0.001    0.001    0.001 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 leaf.py:11(<module>)
        2    0.000    0.000    0.000    0.000 leaf.py:146(<lambda>)
        7    0.000    0.000    0.000    0.000 leaf.py:181(_getmaindim)
        1    0.000    0.000    0.000    0.000 leaf.py:204(<lambda>)
      5/1    0.000    0.000    0.011    0.011 leaf.py:232(__init__)
        5    0.000    0.000    0.001    0.000 leaf.py:301(_g_postInitHook)
        5    0.000    0.000    0.000    0.000 leaf.py:363(_calc_nrowsinbuf)
        4    0.000    0.000    0.000    0.000 leaf.py:390(_processRange)
        2    0.000    0.000    0.000    0.000 leaf.py:706(flush)
        5    0.000    0.000    0.000    0.000 leaf.py:718(_f_close)
        1    0.000    0.000    0.000    0.000 leaf.py:75(Leaf)
        1    0.000    0.000    0.000    0.000 least_angle.py:1050(LassoLarsIC)
        1    0.003    0.003    0.004    0.004 least_angle.py:4(<module>)
        1    0.000    0.000    0.000    0.000 least_angle.py:401(Lars)
        1    0.000    0.000    0.000    0.000 least_angle.py:584(LassoLars)
        1    0.000    0.000    0.000    0.000 least_angle.py:781(LarsCV)
        1    0.000    0.000    0.000    0.000 least_angle.py:958(LassoLarsCV)
        1    0.005    0.005    0.007    0.007 legend.py:13(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:38(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend.py:91(Legend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:119(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:120(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:149(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:150(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:163(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:167(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:200(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:204(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:231(HandlerLineCollection)
        1    0.000    0.000    0.001    0.001 legend_handler.py:25(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:264(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:268(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:336(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:349(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:38(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:473(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:537(HandlerTuple)
       10    0.000    0.000    0.000    0.000 legend_handler.py:54(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:541(__init__)
        1    0.006    0.006    0.007    0.007 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.004    0.004    0.009    0.009 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:22(lil_matrix)
        1    0.003    0.003    0.003    0.003 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1127(VertexSelector)
        1    0.003    0.003    0.054    0.054 lines.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:73(Line2D)
        1    0.001    0.001    0.001    0.001 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 link.py:144(SoftLink)
        1    0.000    0.000    0.000    0.000 link.py:203(ExternalLink)
        1    0.002    0.002    0.002    0.002 link.py:29(<module>)
        1    0.000    0.000    0.000    0.000 link.py:50(Link)
        1    0.007    0.007    0.009    0.009 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 list.py:7(SparseList)
        1    0.004    0.004    0.005    0.005 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:89(CallableLinearOperator)
        2    0.000    0.000    0.000    0.000 locale.py:347(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:415(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:514(getlocale)
        1    0.002    0.002    0.002    0.002 locally_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locally_linear.py:499(LocallyLinearEmbedding)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.007    0.007    0.009    0.009 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:50(Logger)
        3    0.000    0.000    0.000    0.000 logger.py:54(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:88(PrintTime)
        1    0.002    0.002    0.019    0.019 logistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logistic.py:8(LogisticRegression)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        2    0.016    0.008    0.040    0.020 machar.py:114(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:4(<module>)
        2    0.000    0.000    0.040    0.020 machar.py:95(__init__)
        1    0.001    0.001    0.007    0.007 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.001    0.001 markers.py:21(MarkerStyle)
        1    0.000    0.000    0.004    0.004 markers.py:5(<module>)
       35    0.000    0.000    0.000    0.000 markers.py:691(<lambda>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.001    0.001    0.010    0.010 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 math.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1009(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1016(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:103(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:1207(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1210(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1243(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1269(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1276(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1283(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1361(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1390(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1451(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1562(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:157(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1636(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1653(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1664(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1673(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1706(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1710(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1742(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1746(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1750(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1754(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1758(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1762(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1770(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1779(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1787(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1816(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1830(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1859(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1885(Ship)
        1    0.006    0.006    0.007    0.007 mathtext.py:19(<module>)
        1    0.001    0.001    0.001    0.001 mathtext.py:2049(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:231(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:2354(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:237(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:277(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:2941(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2962(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:305(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:334(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:390(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:546(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:551(CachedFont)
        1    0.000    0.000    0.000    0.000 mathtext.py:664(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:783(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:893(StixFonts)
        1    0.000    0.000    0.000    0.000 mds.py:261(MDS)
        1    0.001    0.001    0.002    0.002 mds.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mean_shift_.py:202(MeanShift)
        1    0.000    0.000    0.000    0.000 mean_shift_.py:6(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 memory.py:437(Memory)
        3    0.000    0.000    0.000    0.000 memory.py:450(__init__)
        1    0.017    0.017    0.046    0.046 memory.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:62(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:70(MemorizedFunc)
        1    0.000    0.000    0.000    0.000 merge.py:151(_MergeOperation)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:42(MergeError)
        1    0.000    0.000    0.000    0.000 merge.py:459(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:629(_BlockJoinOperation)
        1    0.000    0.000    0.000    0.000 merge.py:729(_JoinUnit)
        1    0.000    0.000    0.000    0.000 merge.py:876(_Concatenator)
        1    0.000    0.000    0.000    0.000 metrics.py:8(<module>)
        1    0.001    0.001    0.001    0.001 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.001    0.001    0.006    0.006 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:11(Set)
        1    0.000    0.000    0.000    0.000 misc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:31(Stack)
        1    0.002    0.002    0.002    0.002 misc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:1216(FIFOBuffer)
        1    0.005    0.005    0.010    0.010 mlab.py:142(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:2352(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:2369(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:2380(FormatFormatStr)
        2    0.000    0.000    0.000    0.000 mlab.py:2381(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2391(FormatFloat)
        2    0.000    0.000    0.000    0.000 mlab.py:2392(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2409(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:2420(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:2429(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:2433(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:2438(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:2443(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:2459(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:815(PCA)
        1    0.000    0.000    0.001    0.001 moments.py:4(<module>)
        8    0.000    0.000    0.000    0.000 moments.py:480(_require_min_periods)
        9    0.000    0.000    0.000    0.000 moments.py:496(_rolling_func)
        9    0.000    0.000    0.000    0.000 moments.py:684(_expanding_func)
        1    0.001    0.001    0.001    0.001 morestats.py:5(<module>)
        1    0.003    0.003    0.004    0.004 mstats.py:78(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:8(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:11(JoblibException)
        1    0.000    0.000    0.003    0.003 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:32(TransportableException)
       48    0.002    0.000    0.002    0.000 my_exceptions.py:49(_mk_exception)
        1    0.000    0.000    0.003    0.003 my_exceptions.py:67(_mk_common_exceptions)
        1    0.003    0.003    0.003    0.003 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:20(_bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:507(make_nancomp)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:21(NearestNDInterpolator)
        1    0.002    0.002    0.002    0.002 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:19(NearestCentroid)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:4(<module>)
        1    0.002    0.002    0.002    0.002 necompiler.py:11(<module>)
        1    0.000    0.000    0.000    0.000 necompiler.py:165(Register)
        1    0.000    0.000    0.000    0.000 necompiler.py:193(Immediate)
        1    0.000    0.000    0.000    0.000 necompiler.py:32(ASTNode)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nmf.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nmf.py:249(ProjectedGradientNMF)
        1    0.000    0.000    0.000    0.000 nmf.py:567(NMF)
        1    0.001    0.001    0.001    0.001 nnls.py:1(<module>)
        1    0.002    0.002    0.003    0.003 node.py:11(<module>)
        9    0.000    0.000    0.006    0.001 node.py:167(_v_attrs)
      8/2    0.000    0.000    0.012    0.006 node.py:204(__init__)
       31    0.000    0.000    0.000    0.000 node.py:273(__del__)
       20    0.000    0.000    0.000    0.000 node.py:309(_g_preKillHook)
       22    0.000    0.000    0.000    0.000 node.py:314(_g_postReviveHook)
       16    0.000    0.000    0.000    0.000 node.py:32(_closedrepr)
       31    0.000    0.000    0.000    0.000 node.py:329(_g_checkOpen)
        8    0.000    0.000    0.000    0.000 node.py:340(_g_setLocation)
        9    0.000    0.000    0.000    0.000 node.py:420(_g_delLocation)
        5    0.000    0.000    0.000    0.000 node.py:441(_g_postInitHook)
        9    0.000    0.000    0.000    0.000 node.py:457(_f_close)
        1    0.000    0.000    0.000    0.000 node.py:54(MetaNode)
       26    0.000    0.000    0.002    0.000 node.py:68(__new__)
       26    0.000    0.000    0.000    0.000 node.py:77(__init__)
        8    0.000    0.000    0.000    0.000 node.py:818(_g_checkGroup)
        1    0.000    0.000    0.000    0.000 node.py:894(NotLoggedMixin)
        1    0.000    0.000    0.000    0.000 node.py:95(Node)
        1    0.000    0.000    0.000    0.000 nonlin.py:1024(Anderson)
        1    0.003    0.003    0.049    0.049 nonlin.py:110(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1159(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1205(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1244(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1302(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:137(NoConvergence)
        7    0.000    0.000    0.003    0.000 nonlin.py:1464(_nonlin_wrapper)
        8    0.000    0.000    0.000    0.000 nonlin.py:216(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:409(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:472(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:539(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:649(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:669(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:887(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:980(BroydenSecond)
       49    0.001    0.000    0.001    0.000 nosetester.py:137(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:85(NoseTester)
        1    0.005    0.005    0.014    0.014 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:111(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:120(zipfile_factory)
        1    0.000    0.000    0.000    0.000 npyio.py:126(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:182(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:206(close)
        1    0.000    0.000    0.000    0.000 npyio.py:219(__del__)
        2    0.000    0.000    0.049    0.025 npyio.py:222(__getitem__)
        1    0.000    0.000    0.002    0.002 npyio.py:275(load)
        1    0.000    0.000    0.000    0.000 npyio.py:82(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.012    0.012    0.016    0.016 numeric.py:1(<module>)
       20    0.000    0.000    0.000    0.000 numeric.py:1437(array_str)
        2    0.000    0.000    0.000    0.000 numeric.py:1473(set_string_function)
        8    0.000    0.000    0.000    0.000 numeric.py:1666(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:1884(identity)
        3    0.000    0.000    0.000    0.000 numeric.py:207(extend_all)
        2    0.000    0.000    0.000    0.000 numeric.py:2080(array_equal)
        5    0.000    0.000    0.000    0.000 numeric.py:2178(seterr)
        5    0.000    0.000    0.000    0.000 numeric.py:2274(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2493(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2497(errstate)
  1015748    0.757    0.000    7.974    0.000 numeric.py:252(asarray)
        1    0.000    0.000    0.000    0.000 numeric.py:2571(_setdef)
     3354    0.008    0.000    0.019    0.000 numeric.py:322(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:37(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.001    0.001 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:343(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:384(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:448(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:456(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:608(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:785(_construct_lookups)
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:864(<lambda>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:132(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:168(NumpyPickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:259(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:303(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:95(NDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        1    0.001    0.001    0.001    0.001 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1082(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1108(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1212(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:134(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1418(DraggableBase)
